"1";"404 η σελίδα δεν βρέθηκε";""
"2";"Επέτρεψε Κλήσεις Εντοπισμού Σφαλμάτων";""
"3";"Ιδιωτικός Server";""
"4";"Λευκή λίστα";""
"5";"Μαύρη λίστα";""
"6";"Διαχειριστής";""
"7";"Μέγιστες Θέσεις";""
"8";"Τοποθεσία Δημιουργίας";""
"9";"Φήμες";""
"10";"Χρήση Αποβλήτων";""
"11";"Διαμόρφωση Δικτύου";""
"12";"Δημόσιος server";""
"13";"Διεύθυνση IP";""
"14";"Θύρα διακομιστή παιχνιδιού";""
"15";"Θύρα διακομιστή Web";""
"16";"Βαθμολογία";""
"17";"Υπηρεσία εξυπηρετητή διακομιστή";""
"18";"ΑΠΟΘΗΚΕΥΣΗ";""
"19";"Αιτία και Αποτέλεσμα Εξερευνητή";""
"20";"Επιλογή Κατηγορίας";""
"21";"Επιλογή Στρώματος";""
"22";"Οι χάρτες δείχνουν 400 τετραγωνικά μέτρα να είναι κεντραρισμένα στο 50,50";"50"
"23";"Εκλογές Eco";""
"24";"Επέλεξε μια εκλογή από το μενού ή μπορείς να τρέξετε για το γραφείο";""
"25";"Υποψήφιοι";""
"26";"Οι εκλεγμένοι υπάλληλοι λαμβάνουν 15 αξιώσεις ιδιοκτησίας";""
"27";"Όταν ένα δημόσιο ταμείο είναι χτισμένο, μπορούν να ορίσουν φόρους (χαρακτηριστικό σε εξέλιξη)";" they can set taxes (feature in progress)"
"28";"Αυτές οι εκλογές χρησιμοποιούν";""
"29";"Άμεση ψηφοφορία";""
"30";"Υποβολή Ψήφου";""
"31";"Τρέξε για το Γραφείο";""
"32";"Αφαίρεσε τον Εαυτό σου";""
"33";"Τρέχοντα Αποτελέσματα";""
"34";"Κανείς δεν έχει ψηφίσει μέχρι τώρα";""
"35";"Ψήφοι ανά γύρο";""
"36";"Προβολή Όλων των Ψήφων";""
"37";"Συζήτηση";""
"38";"Ημέρα";""
"39";"Βάλε την απάντησή σου";""
"40";"Αφαίρεση Γράφου";""
"41";"Αφαίρεση Χάρτη";""
"42";"Υποβολή";""
"43";"Ακύρωση";""
"44";"Για να ξεκινήσεις νέες εκλογές πρέπει να είσαι υποψήφιος";" you must add yourself as a candidate"
"45";"Παρακαλώ εξήγησε γιατί πρέπει να εκλεχθείς";""
"46";"Εισήγαγε την ομιλία σου";""
"49";"Επιστημονικά δεδομένα";""
"50";"Αιτία και Αποτέλεσμα";""
"51";"Τρέξε για το Γραφείο";""
"52";"Τρέχουσες Εκλογές";""
"53";"Προηγούμενες Εκλογές";""
"56";"Ενεργοί Νόμοι";""
"57";"Προτεινόμενοι Νόμοι";""
"59";"Επιλογή Στρώματος Χάρτη";""
"60";"Δεδομένα";""
"61";"Γράφος";""
"62";"Γραμμές";""
"63";"Μπάρες";""
"64";"Ημέρα";""
"65";"Δες τα παγκόσμια αποτελέσματα που διαμορφώνουν αυτόν τον κόσμο και πώς επηρεάζουν το ένα το άλλον";""
"66";"Επέλεξε μια κατηγορία από πάνω και χρησιμοποίησε τη γραμμή χρόνου στο κάτω μέρος για να μεταβείς στο ιστορικό";""
"67";"Εξερεύνηση Αιτίας και Αποτελέσματος";""
"68";"Διαμόρφωση των Χρηστών";""
"69";"Απαιτείται Πιστοποίηση";""
"70";"μέρες/sec";""
"71";"Ενέργειες εντός του Παιχνιδιού";""
"72";"Νόμοι Eco";""
"73";"Επίλεξε νόμο από το μενού";""
"74";"Πληροφορίες Νόμου";""
"75";"Αιτιολογία";""
"76";"Τρέχοντα Αποτελέσματα";""
"77";"Αυτός ο νόμος έχει περάσει";""
"78";"Ναι";""
"79";"Όχι";""
"80";"Προσθήκη Γράφου";""
"81";"Προσθήκη Χάρτη";""
"82";"Ακύρωση";""
"83";"Όνομα Νόμου";""
"84";"Προσθήκη Περιοχών";""
"85";"Αφαίρεση Περιοχών";""
"86";"Προσθήκη Νέας Περιοχής";""
"87";"Κράτησε πατημένο το δεξί κλικ για να σχεδιάσεις μία περιοχή";""
"88";"Αιτιολογία";""
"89";"Πρότεινε έναν Νόμο";""
"90";"Αναπτυσσόμενο μενού Επιλογής Στρώματος";""
"91";"Έδαφος";""
"92";"Θερμοκρασία";""
"93";"Ύψος";""
"94";"η ενότητα θα μπορούσε να στείλει έναν πλήρη κατάλογο επιλογών στο αναπτυσσόμενο μενού αργότερα";""
"95";"Επιλογή Στρώματος ανά Όνομα ή Αριθμό";""
"96";"Το επιχείρημα σχετικά με τους νόμους πηγαίνει εδώ, οι χάρτες μπορούν να τροποποιηθούν ώστε να ταιριάζουν καλύτερα με το κείμενο αργότερα";" maps can be resized to fit with text better later"
"97";"Πρόοδος Σπουδαστών";""
"98";"Δεν έχουν οριστεί ακόμα περιοχές";""
"99";"Ενεργές Περιοχές";""
"100";"Υποψήφιοι βαθμοί για κάθε έτος";""
"101";"Κανένας Ενεργός Νόμος";""
"102";"Δεν έχουν προταθεί Νόμοι";""
"103";"Παίκτες σε Σύνδεση";""
"104";"Ώρα";""
"105";"Πρόσκρουση Μετεωρίτη";""
"106";"Φυτά";""
"107";"Μέγεθος Κόσμου";""
"108";"Προετοιμασμένοι Γράφοι";""
"109";"Οι Αποθηκευμένοι μου Γράφοι";""
"110";"ΟΚ";""
"111";"Κάνοντας Κάτι...";""
"112";"Κάποιες πληροφορίες για εσένα να διαβάσεις!";""
"113";"Δεδομένα";""
"114";"Καθαρισμός Κατηγοριών";""
"115";"Καμπύλες";""
"116";"Πίτα";""
"117";"Φόρτωση";""
"118";"Πληθυσμός";""
"119";"Πρόοδος Δεξιότητας Παίκτη";""
"120";"Πρόοδος Μόλυνσης";""
"121";"Ένας γράφος με αυτό το όνομα υπάρχει ήδη! Επέλεξε έναν μοναδικό τίτλο για τον γράφο σου.";""
"122";"Παρακαλώ βάλε δεδομένα στον γράφο σου πριν τον αποθηκεύσεις.";""
"123";"Ο Γράφος αντιγράφτηκε. Πληκτρολόγησε ένα μοναδικό όνομα και σώσε το.";""
"124";"Θέλεις να σώσεις τις αλλαγές πριν προχωρήσεις;";""
"125";"Μην Αποθηκεύσεις";""
"126";"Διακομιστής";""
"127";"Χρήστης";""
"128";"Πρόταση Διαγραφής";""
"129";"Βαθμολόγησε τους υποψηφίους από τον καλύτερο στον χειρότερο.";""
"130";"Ενημέρωση Ψήφου";""
"131";"Γύρος";""
"132";"Σύνολο";""
"133";"Οι Υποψήφιοι Βαθμολογήθηκαν";""
"134";"Όλες οι Ψήφοι";""
"135";"Ψηφοφόροι";""
"136";"Τρέχοντα Γεγονότα";""
"137";"Δραστηριότητα Κυβέρνησης";""
"138";"Δραστηριότητα Χρήστη";""
"139";"Δραστηριότητα Πολίτη";""
"140";"Δεν υπάρχουν Προηγούμενες Εκλογές";""
"141";"Έκδοση Server";""
"142";"Ρήτρες";""
"143";"hr";""
"144";"min";""
"145";"sec";""
"147";"Προβλεπόμενο αποτέλεσμα";""
"148";"Ψήφος";""
"149";"Ψήφοι";""
"150";"Η ψηφοφορία λήγει σε";""
"151";"Τίτλος";""
"152";"Νικητής";""
"153";"Έληξε";""
"154";"πριν";""
"155";"ημέρες";""
"156";"hrs";""
"157";"mins";""
"158";"την τελευταία ώρα";""
"159";"Ο νικητής ήταν";""
"160";"Νόμος";""
"161";"Σύγκριση Χαρτών";""
"162";"Εκλεγμένοι αξιωματούχοι";""
"163";"Διεξαγωγή εκλογών";""
"164";"Δεν διεξάγονται εκλογές";""
"165";"Εκλεγμένοι αξιωματούχοι";""
"167";"Κάτοχοι τίτλων";""
"168";"Κατάσταση";""
"169";"Πληροφορίες εκλογής";""
"170";"Από το";""
"171";"Υποβολή";""
"172";"Η ψήφος σου καταμετρήθηκε";""
"173";"Η ψηφοφορία λήγει σε";""
"174";"επιλογή";""
"175";"Κανείς ενεργός τίτλος";""
